No,Code,River,Detail,Amphoe,Province,Lat,Long,Remark,Bank_level,Normal_WL,Danger_WL,River_cap,Normal_Q,Danger_Q
1,Sw.5a,น้ำปาย,บ้านท่าโป่งแดง,เมือง,แม่ฮ่องสอน,19.27403727,97.94483721,"WL,Q,R",4,3.2,4,606.8,418,606.8
2,Sw.6,ห้วยแม่ละเมา,บ้านแม่ละเมา,แม่สอด,ตาก,,,"WL,Q,R",,,,,,
3,Sw.15,ห้วยแม่สอด,บ้านขุนห้วยแม่สอด,แม่สอด,ตาก,,,"WL,Q",,,,,,
4,Sw.16A,ห้วยทุ่งน้อย,บ้านขุนห้วยแม่สอด,แม่สอด,ตาก,,,"WL,Q",,,,,,
5,G.2A,น้ำแม่กก,บ้านกกโถ้ง,เมือง,เชียงราย,,,"WL,Q",,,,,,
6,G.4,น้ำแม่กรณ์,บ้านปางริมกรณ์,เมือง,เชียงราย,,,"WL,Q",,,,,,
7,G.8,น้ำแม่ลาว,บ้านต้นยาง,แม่ลาว,เชียงราย,19.79371,99.74968,"WL,Q",4,3,4,175,111,175
8,G.8A,น้ำแม่ลาว,บ้านร่องขุ่น,เมือง,เชียงราย,,,"WL,Q",,,,,,
9,G.9,น้ำแม่สรวย,บ้านกระเหรี่ยงทุ่งพร้าว,แม่สรวย,เชียงราย,,,"WL,Q",,,,,,
10,G.10,น้ำแม่ลาว,บ้านหนองผำ,แม่สรวย,เชียงราย,19.712565,99.620847,"WL,Q",3.5,2.5,3.5,215.18,141.05,215.18
11,G.11,น้ำแม่ลาว,บ้านดอนสลี,แม่สรวย,เชียงราย,,,"WL,Q",,,,,,
12,G.12,น้ำฝาง,บ้านใหม่ริมฝาง,ฝาง,เชียงใหม่,,,"WL,Q",,,,,,
13,G.13,น้ำฝาง,สะพานบ้านแม่ข่า,ฝาง,เชียงใหม่,,,"WL,Q",,,,,,
14,G.14,น้ำฝาง,สะพานบ้านคายใน,แม่อาย,เชียงใหม่,,,"WL,Q",,,,,,
15,I.1,น้ำอิง,สถานีประมง,เมือง,พะเยา,,,"WL,Q",,,,,,
16,I.6,น้ำแวน,บ้านน้ำแวน,เชียงคำ,พะเยา,,,WL,,,,,,
17,I.14,น้ำอิง,บ้านน้ำอิง,ขุนตาล,เชียงราย,,,"WL,Q",,,,,,
18,I.17,น้ำอิง,บ้านเจดีย์งาม,เมือง,พะเยา,,,"WL,Q",,,,,,
19,Kh.72,น้ำแม่คำ,บ้านแม่คำหลักเจ็ด,แม่จัน,เชียงราย,20.218364,99.856992,"WL,Q",5,4,5,170.5,110.2,170.5
20,Kh.89,น้ำแม่จัน,บ้านหัวสะพาน,แม่จัน,เชียงราย,20.157532,99.859607,"WL,Q",2.2,1.76,2.2,66,43.65,66
21,Kh.1,แม่น้ำโขง,บ้านมีชัย,เมือง,หนองคาย,17.881094,102.730613,WL,11.6,10,11.6,,,
22,Kh.9A,น้ำก่ำ,บ้านหนองศาลา,โพนนาแก้ว,สกลนคร,17.147,104.29,"WL,Q",7.2,6,7.2,190,112,190
23,Kh.16B,แม่น้ำโขง,บ้านท่าควาย,เมือง,นครพนม,17.437635,104.757622,WL,13,11,13,,,
24,Kh.17,แม่น้ำโขง,บ้านธาตุพนมเหนือ,ธาตุพนม,นครพนม,,,"WL,R",,,,,,
25,Kh.18,ห้วยโมง,บ้านนาอ่าง,บ้านผือ,อุดรธานี,,,"WL,Q",,,,,,
26,Kh.28A,แม่น้ำเลย,บ้านนาหลัก,วังสะพุง,เลย,17.312293,101.772464,"WL,Q,R",10,8,10,610,414,610
27,Kh.53,ห้วยหลวง,บ้านหนองวัวซอ,หนองวัวซอ,อุดรธานี,17.265903,102.592428,"WL,Q",5,4,5,80,27,80
28,Kh.54,น้ำอูน,บ้านนาหว้า,นาหว้า,นครพนม,,,"WL,Q",,,,,,
29,Kh.55,แม่น้ำสงคราม,บ้านปากอูน,ศรีสงคราม,นครพนม,,,WL,,,,,,
30,Kh.58A,แม่น้ำเลย,บ้านฟากเลย,เมือง,เลย,17.494883,101.734477,"WL,Q,R",9,7,9,530,305,530
31,Kh.61,แม่น้ำเลย,บ้านแก่งบง,ภูหลวง,เลย,17.130985,101.678854,"WL,Q,R",8.5,7.5,8.5,390,298,390
32,Kh.74,แม่น้ำสงคราม,บ้านปากอูน,ศรีสงคราม,นครพนม,17.821619,103.386933,"WL,Q,R",9.5,8.5,9.5,250,133,250
33,Kh.75,น้ำหมัน,บ้านหัวนายุง,ด่านซ้าย,เลย,,,WL,,,,,,
34,Kh.77A,น้ำทบ,บ้านกกซ้อ,วังสะพุง,เลย,,,"WL,Q",,,,,,
35,Kh.78,น้ำฮวย,บ้านน้ำฮวย,เมือง,เลย,,,"WL,Q",,,,,,
36,Kh.80,น้ำอูน,บ้านนางเติ่ง,ภูพาน,สกลนคร,,,WL,,,,,,
37,Kh.86,น้ำหมาน,บ้านไร่ม่วง,เมือง,เลย,,,WL,,,,,,
38,Kh.90,ห้วยน้ำพุง,บ้านตองโขบ,โคกศรีสุพรรณ,สกลนคร,17.069,104.255,"WL,Q",8.7,6.5,8.7,140,80,140
39,Kh.91,ห้วยชะโนด,บ้านคอนสวรรค์,ธาตุพนม,นครพนม,,,"WL,Q",,,,,,
40,Kh.92,ห้วยบางทราย,บ้านก้านเหลืองดง,ดงหลวง,มุกดาหาร,,,"WL,Q",,,,,,
41,Kh.93,แม่น้ำสงคราม,บ้านโคกคำไหล,บ้านดุง,อุดรธานี,17.557203,103.335184,"WL,Q",6,5,6,150,52,150
42,Kh.94,น้ำโสม,บ้านวังเลา,นายูง,อุดรธานี,,,WL,,,,,,
43,Kh.95,น้ำสาน,บ้านแก่งไฮ,ภูเรือ,เลย,,,"WL,Q",,,,,,
44,Kh.96,ห้วยน้ำเข้ามัน,บ้านแก่งแลน,ภูเรือ,เลย,,,WL,,,,,,
45,Kh.97,แม่น้ำโขง,บ้านเชียงคาน,เชียงคาน,เลย,17.898406,101.663245,WL,19,17,19,,,
46,Kh.98,แม่น้ำสงคราม,บ้านท่ากกแดง,เซกา,บึงกาฬ,17.8656111,103.77425,"WL,Q",13.5,12.5,13.5,640,520,640
47,Kh.99A,ห้วยบางทราย,บ้านแก่งนาง,ดงหลวง,มุกดาหาร,,,"WL,Q,R",,,,,,
48,Kh.100,แม่น้ำโขง,บ้านพันลำ,เมือง,บึงกาฬ,18.399612,103.608261,WL,14,12,14,,,
49,Kh.101,ห้วยมุก,บ้านแก่นเต่า,เมือง,มุกดาหาร,,,WL,,,,,,
50,Kh.103,ห้วยหลวง,บ้านโนนตูม,เมือง,อุดรธานี,17.482567,102.797383,"WL,Q",5,4,5,95,20,95
51,Kh.104,แม่น้ำโขง,วัดศรีบุญเรือง,เมือง,มุกดาหาร,16.535939,104.7335,WL,13,11,13,,,
52,Kh.105,น้ำปวน,บ้านผาน้อย,วังสะพุง,เลย,,,"WL,Q",,,,,,
53,Kh.106,น้ำหมัน,บ้านน้ำหมัน,ด่านซ้าย,เลย,,,WL,,,,,,
54,Kh.108,น้ำอูน,บ้านพอกใหญ่,พรรณานิคม,สกลนคร,,,"WL,Q",,,,,,
55,Kh.115,แม่น้ำสงคราม,บ้านเหล่าสมบูรณ์,บ้านม่วง,สกลนคร,,,"WL,Q",,,,,,
56,Kh.122,น้ำบัง,บ้านนาม่วงท่า,เรณูนคร,นครพนม,,,"WL,Q",,,,,,
57,Kh.123,น้ำก่ำ,บ้านพิมานท่า,นาแก,นครพนม,,,"WL,Q",,,,,,
58,Kh.127,ห้วยหลวง,บ้านจำปา,กุดจับ,อุดรธานี,,,WL,,,,,,
59,Kh.129,ห้วยมุก,สะพานบ้านโคก,เมือง,อุดรธานี,,,"WL,Q",,,,,,
60,Kh.130,ห้วยมุก,สะพานบายพาสเทศบาล,เมือง,มุกดาหาร,,,"WL,Q",,,,,,
61,Kh.131,ห้วยบังฮี,บ้านห้วยกอก,นิคมคำสร้อย,มุกดาหาร,,,"WL,Q",,,,,,
62,E.1,แม่น้ำชี,บ้านคุ้มใต้,โกสุมพิสัย,มหาสารคาม,,,"WL,Q",,,,,,
63,E.2A,แม่น้ำชี,การประปายโสธร,เมือง,ยโสธร,15.799516,104.134914,"WL,Q",12,11,12,1020,880,1020
64,E.5,แม่น้ำชี,บ้านโนนเปลือย,เขว้า,ชัยภูมิ,15.73254,101.83005,"WL,Q",11.5,10.5,11.5,570,413,570
65,E.6C,ลำปะทาว,บ้านตาดโตน,เมือง,ชัยภูมิ,15.95967,102.02961,"WL,Q,R",5.5,3.5,5.5,50,20,50
66,E.8A,แม่น้ำชี,บ้านดินดำ,เมือง,มหาสารคาม,16.1356,103.16158,"WL,Q",9.5,8.5,9.5,730,612,730
67,E.9,แม่น้ำชี,บ้านท่านางเลื่อน,ชนบท,ขอนแก่น,16.096937,102.570024,"WL,Q",11,10,11,480,198,480
68,E.16A,แม่น้ำชี,บ้านกุดกว้าง,เมือง,ขอนแก่น,16.354924,102.79896,"WL,Q",9.6,8.5,9.6,650,468,650
69,E.18,แม่น้ำชี,บ้านท่าสะแบง,ทุ่งเขาหลวง,ร้อยเอ็ด,16.034147,103.906943,"WL,Q,R",9.8,9,9.8,1050,893,1050
70,E.20A,แม่น้ำชี,บ้านฟ้าหยาด,มหาชนะชัย,ยโสธร,15.524813,104.249653,"WL,Q",10,8.5,10,1100,703,1100
71,E.21,แม่น้ำชี,บ้านแก่งโก,เมือง,ชัยภูมิ,15.752964,102.252889,"WL,Q",11.5,10.5,11.5,450,320,450
72,E.22B,น้ำพอง,บ้านท่าเม่า,น้ำพอง,ขอนแก่น,16.654484,102.823487,"WL,Q",10,9,10,420,297,420
73,E.23,แม่น้ำชี,บ้านค่าย,เมือง,ชัยภูมิ,15.681632,102.009526,"WL,Q",9,8,9,290,176,290
74,E.29A,น้ำพอง,บ้านผานกเค้า,ภูกระดึง,เลย,16.85091,101.9437,"WL,Q",10.5,8.5,10.5,240,131,240
75,E.32A,แม่น้ำชี,บ้านหนองอ้อ,บ้านเขว้า,ชัยภูมิ,15.907508,101.708208,"WL,Q,R",12,11,12,500,345,500
76,E.54,น้ำยัง,บ้านแก่งยาว,กุฉินารายณ์,กาฬสินธุ์,16.442663,104.03069,"WL,Q",9,8,9,370,328,370
77,E.57A,น้ำยัง,บ้านสมสนุก,เขาวง,กาฬสินธุ์,16.67703,104.09221,"WL,Q",6,5,6,290,227,290
78,E.64B,ลำพะเนียง,บ้านวังสามหาบ,นาวัง,หนองบัวลำภู,,,"WL,Q",,,,,,
79,E.65,ลำปาว,บ้านท่าไฮ,ศรีธาตุ,อุดรธานี,16.95167,103.16781,"WL,Q",7,6,7,210,115,210
80,E.66A,แม่น้ำชี,บ้านม่วงลาด,จังหาร,ร้อยเอ็ด,16.208248,103.527639,"WL,Q",11.6,10.5,11.6,710,590,710
81,E.67,ลำพันชาด,บ้านท่างาม,สามชัย,กาฬสินธุ์,16.9525,103.49667,"WL,Q,R",12.5,11.5,12.5,420,373,420
82,E.68A,ลำพะเนียง,บ้านข้องโป้,เมือง,หนองบัวลำภู,17.08213544,102.4506184,"WL,Q",5.2,4.5,5.2,130,62,130
83,E.70,น้ำยัง,บ้านกุดก่วง,โพนทอง,ร้อยเอ็ด,16.28839,104.00492,"WL,Q",9,8,9,500,376,500
84,E.72,ลำเจียง,บ้านเจียง,ภักดีชุมพล,ชัยภูมิ,,,"WL,Q",,,,,,
85,E.75,ลำปาว,บ้านหนองม่วง,เมือง,กาฬสินธุ์,16.581208,103.437109,"WL,Q",7.5,6.5,7.5,350,258,350
86,E.76A,ห้วยสังกะ,บ้านโพน,คำม่วง,กาฬสินธุ์,16.86067,103.59483,"WL,Q",8.6,7.6,8.6,115,99,115
87,E.79A,ลำพองโก,บ้านอีเลิศ,ภูกระดึง,เลย,16.934,101.842,"WL,Q",7.5,6.5,7.5,85,71,85
88,E.80,ห้วยน้ำพาง,บ้านห้วยหญ้าเครือ,น้ำหนาว,เพชรบูรณ์,,,WL,,,,,,
89,E.81,น้ำพอง,บ้านฟองใต้,น้ำหนาว,เพชรบูรณ์,,,"WL,R",,,,,,
90,E.83,ลำสะพุง,บ้านนาเจริญ,หนองบัวแดง,ชัยภูมิ,,,"WL,Q",,,,,,
91,E.84,แม่น้ำชี,บ้านนางแดดโคก,หนองบัวแดง,ชัยภูมิ,,,"WL,Q,R",,,,,,
92,E.85,น้ำเชิญ,บ้านโนนหัน,ชุมแพ,ขอนแก่น,16.59069,101.98319,"WL,Q",5.2,4.5,5.2,70,29,70
93,E.87,ลำปาว,บ้านวังหิน,กมลาไสย,กาฬสินธุ์,16.340544,103.576955,"WL,Q",8.5,7.5,8.5,270,155,270
94,E.88,ห้วยมูล,บ้านดงสวรรค์,ท่าคันโท,กาฬสินธุ์,16.83222,103.36917,"WL,Q",4.5,3.5,4.5,90,28,90
95,E.89,ห้วยลำหนองแสง,บ้านหนองริวหนัง,หนองกรุงศรี,กาฬสินธุ์,16.66787513,103.3045173,"WL,Q",5.5,4.5,5.5,60,43,60
96,E.90,ห้วยสังเคียบ,บ้านเนินยางใต้,คำม่วง,กาฬสินธุ์,16.77222,103.64833,"WL,Q",6.5,5.5,6.5,90,71,90
97,E.91,แม่น้ำชี,บ้านหนองขนวน,โกสุมพิสัย,กาฬสินธุ์,16.366074,102.949752,"WL,Q",11.7,10.7,11.7,820,678,820
98,E.92,น้ำยัง,บ้านท่างาม,เสลภูมิ,ร้อยเอ็ด,16.109495,104.011227,"WL,Q",8.8,8,8.8,180,140,180
99,E.93,น้ำพรม,บ้านยาง,เกษตรสมบูรณ์,ชัยภูมิ,16.284,101.941,"WL,Q",5.6,4.8,5.6,150,116,150
100,E.95A,แม่น้ำชี,บ้านธวัชดินแดง,ธวัชบุรี,ร้อยเอ็ด,16.11604,103.846528,"WL,Q",8.5,7.5,8.5,950,840,950
101,E.97,แม่น้ำชี,บ้านดอนขยอม,คำเขื่อนแก้ว,ยโสธร,15.662629,104.187565,"WL,Q",12.5,11.5,12.5,1200,900,1200
102,E.98,แม่น้ำชี,บ้านแดงหม้อ,เขื่องใน,อุบลราชธานี,15.302561,104.500076,"WL,Q,R",,,,,,
103,E.100,ลำเชียงทา,บ้านหนองม่วง,หนองบัวระเหว,ชัยภูมิ,,,"WL,Q",,,,,,
104,E.101,ลำกระจวน,บ้านท่าบอน,หนองบัวระเหว,ชัยภูมิ,,,WL,,,,,,
105,E.102,น้ำยัง,บ้านดอนยาง,เมือง,ยโสธร,,,WL,,,,,,
106,E.103,ลำคันฉู,บ้านเดื่อ,จัตุรัส,ชัยภูมิ,,,"WL,Q",,,,,,
107,E.104,ห้วยสามหมอ,บ้านศรีสำราญ,คอนสวรรค์,ชัยภูมิ,,,"WL,Q",,,,,,
108,E.105,ห้วยสายบาตร,บ้านจาน,เชียงยืน,มหาสารคาม,,,"WL,Q",,,,,,
109,E.106,ลำน้ำพรม,บ้านใหม่เจริญ,เกษตรสมบูรณ์,ชัยภูมิ,,,"WL,Q",,,,,,
110,E.107,ลำปาว,บ้านกุดนาค้อ,ศรีธาตุ,อุดรธานี,,,WL,,,,,,
111,E.108,ลำคันฉู,บ้านหนองจะบก,บำเหน็จณรงค์,ชัยภูมิ,,,"WL,Q",,,,,,
112,E.109,ลำพะเนียง,บ้านวังหมื่น,เมือง,หนองบัวลำภู,,,"WL,Q",,,,,,
113,E.110,ลำน้ำพอง,บ้านกุดธาตุ,หนองนาคำ,ขอนแก่น,,,"WL,Q",,,,,,
114,E.111,แม่น้ำเชิญ,บ้านเซินเหนือ,ภูผาม่าน,ขอนแก่น,,,"WL,Q",,,,,,
115,E.112,แม่น้ำเชิญ,บ้านเขาวง,คอนสาร,ชัยภูมิ,,,"WL,Q",,,,,,
116,M.2A,แม่น้ำมูล,บ้านด่านตะกา,เฉลิมพระเกียรติ,นครราชสีมา,14.968034,102.237829,"WL,Q",6.7,5.3,6.7,232,112,232
117,M.4,แม่น้ำมูล,บ้านพงสวาย,ท่าตูม,สุรินทร์,15.32958,103.682613,"WL,Q",8.2,6.4,8.2,1300,562,1300
118,M.5,แม่น้ำมูล,บ้านเมืองคง,ราษีไศล,ศรีสะเกษ,15.339141,104.153812,"WL,Q",10.75,8.1,10.75,1605,816,1605
119,M.6A,แม่น้ำมูล,บ้านสตึก,สตึก,บุรีรัมย์,15.300028,103.292284,"WL,Q,R",7.95,6,7.95,1240,420,1240
120,M.7,แม่น้ำมูล,สะพานเสรีประชาธิปไตย,วารินชำราบ,อุบลราชธานี,15.222628,104.85913,"WL,Q",7,6,7,2300,1800,2300
121,M.9,ห้วยสำราญ,ชุมชนสะพานขาว,เมือง,ศรีสะเกษ,15.118084,104.318643,"WL,Q",10,8,10,220,104,220
122,M.11B,แม่น้ำมูล,บ้านโพธิ์ตาก,พิบูลมังสาหาร,อุบลราชธานี,15.249917,105.239241,"WL,Q",8,7,8,5180,4080,5180
123,M.26A,ลำชี,บ้านละลูน,กระสัง,บุรีรัมย์,14.875278,103.378889,"WL,Q",,,,,,
124,M.32,ลำเซบาย,บ้านเซียงเพ็ง,ป่าติ้ว,ยโสธร,15.840081,104.455707,"WL,Q",8.2,7.2,8.2,675,390,675
125,M.38C,ลำตะคอง,บ้านคลองไผ่,สีคิ้ว,นครราชสีมา,,,"WL,R",,,,,,
126,M.42,ห้วยทับทัน,บ้านห้วยทับทัน,ห้วยทับทัน,ศรีสะเกษ,15.048214,104.020964,"WL,Q",8.3,7.3,8.3,151,115,151
127,M.43A,ลำตะคอง,บ้านท่ามะปรางค์,ปากช่อง,นครราชสีมา,14.512036,101.380347,"WL,Q,R",3.5,3,3.5,112.1,84,112.1
128,M.49C,แม่น้ำมูล,บ้านหนองโสน,ครบุรี,นครราชสีมา,,,"WL,Q",,,,,,
129,M.50,ลำแซะ,บ้านครบุรี,ครบุรี,นครราชสีมา,,,"WL,Q",,,,,,
130,M.66,ห้วยซะยุง,บ้านวังชมภู,กันทรลักษณ์,ศรีสะเกษ,,,"WL,Q,R",7,6,7,560,290,560
131,M.69,ลำเซบก,บ้านท่าบอแบง,ตระการพืชผล,อุบลราชธานี,15.503928,104.966206,"WL,Q",7.7,5.3,7.7,329,168,329
132,M.75,ห้วยกว้าง,บ้านแก่งยาง,พิบูลมังสาหาร,อุบลราชธานี,,,WL,,,,,,
133,M.85,ลำชี,บ้านจรอกใหญ่,ประโคนชัย,บุรีรัมย์,,,"WL,Q,R",,,,,,
134,M.89,ลำตะคอง,สำนักเทคโนโลยีชีวภัณฑ์สัตว์,ปากช่อง,นครราชสีมา,14.69785,101.415152,"WL,Q",6.5,5.7,6.5,125,100,125
135,M.91,ห้วยสำราญ,บ้านโคกแดง,ภูสิงห์,ศรีสะเกษ,,,"WL,R",,,,,,
136,M.95A,ลำเสียวใหญ่,บ้านดอนยาง,สุวรรณภูมิ,ร้อยเอ็ด,15.586687,103.789304,"WL,Q,R",7.3,6.3,7.3,140.3,85.8,140.3
137,M.98,ห้วยทา,บ้านอะลาง,พยุห์,ศรีสะเกษ,,,"WL,R",11.8,10.3,11.8,2150,1230,2150
138,M.104,แม่น้ำมูล,บ้านวังปลัด,คูเมือง,บุรีรัมย์,15.43527,103.012636,"WL,Q",9.5,8.5,9.5,710,265,710
139,M.108,ลำพังชู,บ้านดงสำราญ,ชุมพลบุรี,สุรินทร์,,,WL,,,,,,
140,M.110,ห้วยตุงลุง,บ้านกุดสมบูรณ์,ศรีเมืองใหม่,อุบลราชธานี,,,"WL,R",,,,,,
141,M.112,ห้วยตะโคง,บ้านโคกใหญ่,สตึก,บุรีรัมย์,,,"WL,Q,R",,,,,,
142,M.124,ห้วยตะกั่ว,บ้านโนน,บ้านใหม่ไชยพจน์,บุรีรัมย์,,,WL,,,,,,
143,M.125,ห้วยแอก,บ้านห้วยไฮ,บ้านใหม่ไชยพจน์,บุรีรัมย์,,,WL,,,,,,
144,M.126,ห้วยโพง,บ้านหนองซ่งแย้,กุดชม,ยโสธร,,,"WL,Q",,,,,,
145,M.127,ห้วยตาเทียว,บ้านนาไฮ,ตระการพืชผล,อุบลราชธานี,,,"WL,Q,R",,,,,,
146,M.132,ห้วยสะพือ,บ้านโหมน,ตระการพืชผล,อุบลราชธานี,,,WL,,,,,,
